Time,CO2 Sensor,,,,,,,,
오전 6:38:10,822.00,,,,,,,,
오전 6:38:11,822.00,,,,,,,,
오전 6:38:12,822.00,,,,,,,,
오전 6:38:13,822.00,,,,,,,,
오전 6:38:14,823.00,,,,,,,,
오전 6:38:15,823.00,,,,,,,,
오전 6:38:16,823.00,,,,,,,,
오전 6:38:17,822.00,,,,,,,,
오전 6:38:18,822.00,,,,,,,,
오전 6:38:19,821.00,,,,,,,,
오전 6:38:20,820.00,,,,,,,,
오전 6:38:21,819.00,,,,,,,,
오전 6:38:22,819.00,,,,,,,,
오전 6:38:23,819.00,,,,,,,,
오전 6:38:24,819.00,,,,,,,,
오전 6:38:25,819.00,,,,,,,,
오전 6:38:26,819.00,,,,,,,,
오전 6:38:27,818.00,,,,,,,,
오전 6:38:28,818.00,,,,,,,,
오전 6:38:29,817.00,,,,,,,,
오전 6:38:30,816.00,,,,,,,,
오전 6:38:31,816.00,,,,,,,,
오전 6:38:32,815.00,,,,,,,,
오전 6:38:33,814.00,,,,,,,,
오전 6:38:34,813.00,,,,,,,,
오전 6:38:35,812.00,,,,,,,,
오전 6:38:36,811.00,,,,,,,,
오전 6:38:37,810.00,,,,,,,,
오전 6:38:38,810.00,,,,,,,,
오전 6:38:39,809.00,,,,,,,,
오전 6:38:40,809.00,,,,,,,,
오전 6:38:41,809.00,,,,,,,,
오전 6:38:42,809.00,,,,,,,,
오전 6:38:43,809.00,,,,,,,,
오전 6:38:44,809.00,,,,,,,,
오전 6:38:45,809.00,,,,,,,,
오전 6:38:46,810.00,,,,,,,,
오전 6:38:47,810.00,,,,,,,,
오전 6:38:48,810.00,,,,,,,,
오전 6:38:49,811.00,,,,,,,,
오전 6:38:50,811.00,,,,,,,,
오전 6:38:51,811.00,,,,,,,,
오전 6:38:52,811.00,,,,,,,,
오전 6:38:53,811.00,,,,,,,,
오전 6:38:54,811.00,,,,,,,,
오전 6:38:55,811.00,,,,,,,,
오전 6:38:56,811.00,,,,,,,,
오전 6:38:57,811.00,,,,,,,,
오전 6:38:58,812.00,,,,,,,,
오전 6:38:59,812.00,,,,,,,,
오전 6:39:00,811.00,,,,,,,,
오전 6:39:01,811.00,,,,,,,,
오전 6:39:02,810.00,,,,,,,,
오전 6:39:03,808.00,,,,,,,,
오전 6:39:04,808.00,,,,,,,,
오전 6:39:05,808.00,,,,,,,,
오전 6:39:06,808.00,,,,,,,,
오전 6:39:07,808.00,,,,,,,,
오전 6:39:08,808.00,,,,,,,,
오전 6:39:09,808.00,,,,,,,,
오전 6:39:10,808.00,,,,,,,,
오전 6:39:11,808.00,,,,,,,,
오전 6:39:12,808.00,,,,,,,,
오전 6:39:13,808.00,,,,,,,,
오전 6:39:14,809.00,,,,,,,,
오전 6:39:16,810.00,,,,,,,,
오전 6:39:17,811.00,,,,,,,,
오전 6:39:18,812.00,,,,,,,,
오전 6:39:19,812.00,,,,,,,,
오전 6:39:20,813.00,,,,,,,,
오전 6:39:21,813.00,,,,,,,,
오전 6:39:22,813.00,,,,,,,,
오전 6:39:23,813.00,,,,,,,,
오전 6:39:24,813.00,,,,,,,,
오전 6:39:25,813.00,,,,,,,,
오전 6:39:26,814.00,,,,,,,,
오전 6:39:27,815.00,,,,,,,,
오전 6:39:28,816.00,,,,,,,,
오전 6:39:29,816.00,,,,,,,,
오전 6:39:30,817.00,,,,,,,,
오전 6:39:31,817.00,,,,,,,,
오전 6:39:32,816.00,,,,,,,,
오전 6:39:33,816.00,,,,,,,,
오전 6:39:34,815.00,,,,,,,,
오전 6:39:35,815.00,,,,,,,,
오전 6:39:36,816.00,,,,,,,,
오전 6:39:37,817.00,,,,,,,,
오전 6:39:38,819.00,,,,,,,,
오전 6:39:39,821.00,,,,,,,,
오전 6:39:40,822.00,,,,,,,,
오전 6:39:41,822.00,,,,,,,,
오전 6:39:42,822.00,,,,,,,,
오전 6:39:43,822.00,,,,,,,,
오전 6:39:44,823.00,,,,,,,,
오전 6:39:45,824.00,,,,,,,,
오전 6:39:46,825.00,,,,,,,,
오전 6:39:47,827.00,,,,,,,,
오전 6:39:48,827.00,,,,,,,,
오전 6:39:49,828.00,,,,,,,,
오전 6:39:50,828.00,,,,,,,,
오전 6:39:51,828.00,,,,,,,,
오전 6:39:52,829.00,,,,,,,,
오전 6:39:53,830.00,,,,,,,,
오전 6:39:54,831.00,,,,,,,,
오전 6:39:55,831.00,,,,,,,,
오전 6:39:56,831.00,,,,,,,,
오전 6:39:57,831.00,,,,,,,,
오전 6:39:58,832.00,,,,,,,,
오전 6:39:59,832.00,,,,,,,,
오전 6:40:00,833.00,,,,,,,,
오전 6:40:01,834.00,,,,,,,,
오전 6:40:02,835.00,,,,,,,,
오전 6:40:03,836.00,,,,,,,,
오전 6:40:04,838.00,,,,,,,,
오전 6:40:05,839.00,,,,,,,,
오전 6:40:06,841.00,,,,,,,,
오전 6:40:07,843.00,,,,,,,,
오전 6:40:08,844.00,,,,,,,,
오전 6:40:09,846.00,,,,,,,,
오전 6:40:10,848.00,,,,,,,,
오전 6:40:11,850.00,,,,,,,,
오전 6:40:12,852.00,,,,,,,,
오전 6:40:13,854.00,,,,,,,,
오전 6:40:14,856.00,,,,,,,,
오전 6:40:15,856.00,,,,,,,,
오전 6:40:16,855.00,,,,,,,,
오전 6:40:17,853.00,,,,,,,,
오전 6:40:18,850.00,,,,,,,,
오전 6:40:19,847.00,,,,,,,,
오전 6:40:20,845.00,,,,,,,,
오전 6:40:21,844.00,,,,,,,,
오전 6:40:22,843.00,,,,,,,,
오전 6:40:23,842.00,,,,,,,,
오전 6:40:24,841.00,,,,,,,,
오전 6:40:25,839.00,,,,,,,,
오전 6:40:26,837.00,,,,,,,,
오전 6:40:27,835.00,,,,,,,,
오전 6:40:28,832.00,,,,,,,,
오전 6:40:29,830.00,,,,,,,,
오전 6:40:30,827.00,,,,,,,,
오전 6:40:31,824.00,,,,,,,,
오전 6:40:32,822.00,,,,,,,,
오전 6:40:33,820.00,,,,,,,,
오전 6:40:34,819.00,,,,,,,,
오전 6:40:35,819.00,,,,,,,,
오전 6:40:36,821.00,,,,,,,,
오전 6:40:37,823.00,,,,,,,,
오전 6:40:38,826.00,,,,,,,,
오전 6:40:39,828.00,,,,,,,,
오전 6:40:40,831.00,,,,,,,,
오전 6:40:41,833.00,,,,,,,,
오전 6:40:42,835.00,,,,,,,,
오전 6:40:43,836.00,,,,,,,,
오전 6:40:44,836.00,,,,,,,,
오전 6:40:46,836.00,,,,,,,,
오전 6:40:47,834.00,,,,,,,,
오전 6:40:48,832.00,,,,,,,,
오전 6:40:49,830.00,,,,,,,,
오전 6:40:50,828.00,,,,,,,,
오전 6:40:51,827.00,,,,,,,,
오전 6:40:52,826.00,,,,,,,,
오전 6:40:53,826.00,,,,,,,,
오전 6:40:54,825.00,,,,,,,,
오전 6:40:55,823.00,,,,,,,,
오전 6:40:56,821.00,,,,,,,,
오전 6:40:57,819.00,,,,,,,,
오전 6:40:58,818.00,,,,,,,,
오전 6:40:59,819.00,,,,,,,,
오전 6:41:00,820.00,,,,,,,,
오전 6:41:01,822.00,,,,,,,,
오전 6:41:02,823.00,,,,,,,,
오전 6:41:03,825.00,,,,,,,,
오전 6:41:04,826.00,,,,,,,,
오전 6:41:05,826.00,,,,,,,,
오전 6:41:06,826.00,,,,,,,,
오전 6:41:07,825.00,,,,,,,,
오전 6:41:08,825.00,,,,,,,,
오전 6:41:09,825.00,,,,,,,,
오전 6:41:10,825.00,,,,,,,,
오전 6:41:11,826.00,,,,,,,,
오전 6:41:12,827.00,,,,,,,,
오전 6:41:13,828.00,,,,,,,,
오전 6:41:14,828.00,,,,,,,,
오전 6:41:15,828.00,,,,,,,,
오전 6:41:16,827.00,,,,,,,,
오전 6:41:17,827.00,,,,,,,,
오전 6:41:18,827.00,,,,,,,,
오전 6:41:19,827.00,,,,,,,,
오전 6:41:20,827.00,,,,,,,,
오전 6:41:21,827.00,,,,,,,,
오전 6:41:22,827.00,,,,,,,,
오전 6:41:23,827.00,,,,,,,,
오전 6:41:24,826.00,,,,,,,,
오전 6:41:25,825.00,,,,,,,,
오전 6:41:26,824.00,,,,,,,,
오전 6:41:27,823.00,,,,,,,,
오전 6:41:28,822.00,,,,,,,,
오전 6:41:29,821.00,,,,,,,,
오전 6:41:30,820.00,,,,,,,,
오전 6:41:31,819.00,,,,,,,,
오전 6:41:32,819.00,,,,,,,,
오전 6:41:33,819.00,,,,,,,,
오전 6:41:34,819.00,,,,,,,,
오전 6:41:35,820.00,,,,,,,,
오전 6:41:36,821.00,,,,,,,,
오전 6:41:37,821.00,,,,,,,,
오전 6:41:38,822.00,,,,,,,,
오전 6:41:39,822.00,,,,,,,,
오전 6:41:40,821.00,,,,,,,,
오전 6:41:41,820.00,,,,,,,,
오전 6:41:42,819.00,,,,,,,,
오전 6:41:43,818.00,,,,,,,,
오전 6:41:44,817.00,,,,,,,,
오전 6:41:45,816.00,,,,,,,,
오전 6:41:46,814.00,,,,,,,,
오전 6:41:47,813.00,,,,,,,,
오전 6:41:48,812.00,,,,,,,,
오전 6:41:49,811.00,,,,,,,,
오전 6:41:50,811.00,,,,,,,,
오전 6:41:51,811.00,,,,,,,,
오전 6:41:52,811.00,,,,,,,,
오전 6:41:53,811.00,,,,,,,,
오전 6:41:54,812.00,,,,,,,,
오전 6:41:55,813.00,,,,,,,,
오전 6:41:56,814.00,,,,,,,,
오전 6:41:57,816.00,,,,,,,,
오전 6:41:58,817.00,,,,,,,,
오전 6:41:59,818.00,,,,,,,,
오전 6:42:00,818.00,,,,,,,,
오전 6:42:01,818.00,,,,,,,,
오전 6:42:02,817.00,,,,,,,,
오전 6:42:03,816.00,,,,,,,,
오전 6:42:04,815.00,,,,,,,,
오전 6:42:05,815.00,,,,,,,,
오전 6:42:06,815.00,,,,,,,,
오전 6:42:07,816.00,,,,,,,,
오전 6:42:08,817.00,,,,,,,,
오전 6:42:09,819.00,,,,,,,,
오전 6:42:10,819.00,,,,,,,,
오전 6:42:11,820.00,,,,,,,,
오전 6:42:12,820.00,,,,,,,,
오전 6:42:13,820.00,,,,,,,,
오전 6:42:14,820.00,,,,,,,,
오전 6:42:16,820.00,,,,,,,,
오전 6:42:17,819.00,,,,,,,,
오전 6:42:18,818.00,,,,,,,,
오전 6:42:19,817.00,,,,,,,,
오전 6:42:20,816.00,,,,,,,,
오전 6:42:21,814.00,,,,,,,,
오전 6:42:22,813.00,,,,,,,,
오전 6:42:23,812.00,,,,,,,,
오전 6:42:24,811.00,,,,,,,,
오전 6:42:25,810.00,,,,,,,,
오전 6:42:26,810.00,,,,,,,,
오전 6:42:27,810.00,,,,,,,,
오전 6:42:28,811.00,,,,,,,,
오전 6:42:29,812.00,,,,,,,,
오전 6:42:30,813.00,,,,,,,,
오전 6:42:31,814.00,,,,,,,,
오전 6:42:32,815.00,,,,,,,,
오전 6:42:33,815.00,,,,,,,,
오전 6:42:34,816.00,,,,,,,,
오전 6:42:35,816.00,,,,,,,,
오전 6:42:36,817.00,,,,,,,,
오전 6:42:37,818.00,,,,,,,,
오전 6:42:38,819.00,,,,,,,,
오전 6:42:39,820.00,,,,,,,,
오전 6:42:40,821.00,,,,,,,,
오전 6:42:41,821.00,,,,,,,,
오전 6:42:42,822.00,,,,,,,,
오전 6:42:43,822.00,,,,,,,,
오전 6:42:44,822.00,,,,,,,,
오전 6:42:45,822.00,,,,,,,,
오전 6:42:46,823.00,,,,,,,,
오전 6:42:47,824.00,,,,,,,,
오전 6:42:48,826.00,,,,,,,,
오전 6:42:49,827.00,,,,,,,,
오전 6:42:50,828.00,,,,,,,,
오전 6:42:51,827.00,,,,,,,,
오전 6:42:52,826.00,,,,,,,,
오전 6:42:53,825.00,,,,,,,,
오전 6:42:54,824.00,,,,,,,,
오전 6:42:55,823.00,,,,,,,,
오전 6:42:56,822.00,,,,,,,,
오전 6:42:57,823.00,,,,,,,,
오전 6:42:58,824.00,,,,,,,,
오전 6:42:59,825.00,,,,,,,,
오전 6:43:00,826.00,,,,,,,,
오전 6:43:01,828.00,,,,,,,,
오전 6:43:02,831.00,,,,,,,,
오전 6:43:03,833.00,,,,,,,,
오전 6:43:04,835.00,,,,,,,,
오전 6:43:05,837.00,,,,,,,,
오전 6:43:06,839.00,,,,,,,,
오전 6:43:07,841.00,,,,,,,,
오전 6:43:08,842.00,,,,,,,,
오전 6:43:09,844.00,,,,,,,,
오전 6:43:10,846.00,,,,,,,,
오전 6:43:11,848.00,,,,,,,,
오전 6:43:12,850.00,,,,,,,,
오전 6:43:13,851.00,,,,,,,,
오전 6:43:14,852.00,,,,,,,,
오전 6:43:15,852.00,,,,,,,,
오전 6:43:16,851.00,,,,,,,,
오전 6:43:17,850.00,,,,,,,,
오전 6:43:18,849.00,,,,,,,,
오전 6:43:19,848.00,,,,,,,,
오전 6:43:20,848.00,,,,,,,,
오전 6:43:21,848.00,,,,,,,,
오전 6:43:22,848.00,,,,,,,,
오전 6:43:23,849.00,,,,,,,,
오전 6:43:24,849.00,,,,,,,,
오전 6:43:25,849.00,,,,,,,,
오전 6:43:26,849.00,,,,,,,,
오전 6:43:27,849.00,,,,,,,,
오전 6:43:28,850.00,,,,,,,,
오전 6:43:29,850.00,,,,,,,,
오전 6:43:30,851.00,,,,,,,,
오전 6:43:31,850.00,,,,,,,,
오전 6:43:32,849.00,,,,,,,,
오전 6:43:33,847.00,,,,,,,,
오전 6:43:34,844.00,,,,,,,,
오전 6:43:35,842.00,,,,,,,,
오전 6:43:36,840.00,,,,,,,,
오전 6:43:37,838.00,,,,,,,,
오전 6:43:38,835.00,,,,,,,,
오전 6:43:39,833.00,,,,,,,,
오전 6:43:40,832.00,,,,,,,,
오전 6:43:41,832.00,,,,,,,,
오전 6:43:42,834.00,,,,,,,,
오전 6:43:43,836.00,,,,,,,,
오전 6:43:45,839.00,,,,,,,,
오전 6:43:46,841.00,,,,,,,,
오전 6:43:47,843.00,,,,,,,,
오전 6:43:48,845.00,,,,,,,,
오전 6:43:49,846.00,,,,,,,,
오전 6:43:50,846.00,,,,,,,,
오전 6:43:51,846.00,,,,,,,,
오전 6:43:52,847.00,,,,,,,,
오전 6:43:53,849.00,,,,,,,,
오전 6:43:54,851.00,,,,,,,,
오전 6:43:55,854.00,,,,,,,,
오전 6:43:56,856.00,,,,,,,,
오전 6:43:57,859.00,,,,,,,,
오전 6:43:58,861.00,,,,,,,,
오전 6:43:59,864.00,,,,,,,,
오전 6:44:00,866.00,,,,,,,,
오전 6:44:01,868.00,,,,,,,,
오전 6:44:02,870.00,,,,,,,,
오전 6:44:03,872.00,,,,,,,,
오전 6:44:04,873.00,,,,,,,,
오전 6:44:05,875.00,,,,,,,,
오전 6:44:06,877.00,,,,,,,,
오전 6:44:07,878.00,,,,,,,,
오전 6:44:08,880.00,,,,,,,,
오전 6:44:09,881.00,,,,,,,,
오전 6:44:10,881.00,,,,,,,,
오전 6:44:11,881.00,,,,,,,,
오전 6:44:12,880.00,,,,,,,,
오전 6:44:13,879.00,,,,,,,,
오전 6:44:14,877.00,,,,,,,,
오전 6:44:15,876.00,,,,,,,,
오전 6:44:16,875.00,,,,,,,,
오전 6:44:17,875.00,,,,,,,,
오전 6:44:18,874.00,,,,,,,,
오전 6:44:19,873.00,,,,,,,,
오전 6:44:20,872.00,,,,,,,,
오전 6:44:21,871.00,,,,,,,,
오전 6:44:22,869.00,,,,,,,,
오전 6:44:23,867.00,,,,,,,,
오전 6:44:24,865.00,,,,,,,,
오전 6:44:25,862.00,,,,,,,,
오전 6:44:26,860.00,,,,,,,,
오전 6:44:27,858.00,,,,,,,,
오전 6:44:28,855.00,,,,,,,,
오전 6:44:29,853.00,,,,,,,,
오전 6:44:30,851.00,,,,,,,,
오전 6:44:31,849.00,,,,,,,,
오전 6:44:32,848.00,,,,,,,,
오전 6:44:33,848.00,,,,,,,,
오전 6:44:34,848.00,,,,,,,,
오전 6:44:35,848.00,,,,,,,,
오전 6:44:36,847.00,,,,,,,,
오전 6:44:37,846.00,,,,,,,,
오전 6:44:38,845.00,,,,,,,,
오전 6:44:39,843.00,,,,,,,,
오전 6:44:40,841.00,,,,,,,,
오전 6:44:41,838.00,,,,,,,,
오전 6:44:42,836.00,,,,,,,,
오전 6:44:43,834.00,,,,,,,,
오전 6:44:44,831.00,,,,,,,,
오전 6:44:45,829.00,,,,,,,,
오전 6:44:46,827.00,,,,,,,,
오전 6:44:47,826.00,,,,,,,,
오전 6:44:48,824.00,,,,,,,,
오전 6:44:49,823.00,,,,,,,,
오전 6:44:50,821.00,,,,,,,,
오전 6:44:51,819.00,,,,,,,,
오전 6:44:52,817.00,,,,,,,,
오전 6:44:53,815.00,,,,,,,,
오전 6:44:54,812.00,,,,,,,,
오전 6:44:55,810.00,,,,,,,,
오전 6:44:56,809.00,,,,,,,,
오전 6:44:57,809.00,,,,,,,,
오전 6:44:58,809.00,,,,,,,,
오전 6:44:59,809.00,,,,,,,,
오전 6:45:00,808.00,,,,,,,,
오전 6:45:01,808.00,,,,,,,,
오전 6:45:02,808.00,,,,,,,,
오전 6:45:03,807.00,,,,,,,,
오전 6:45:04,807.00,,,,,,,,
오전 6:45:05,808.00,,,,,,,,
오전 6:45:06,809.00,,,,,,,,
오전 6:45:07,811.00,,,,,,,,
오전 6:45:08,813.00,,,,,,,,
오전 6:45:09,815.00,,,,,,,,
오전 6:45:10,817.00,,,,,,,,
오전 6:45:11,817.00,,,,,,,,
오전 6:45:12,817.00,,,,,,,,
오전 6:45:13,816.00,,,,,,,,
오전 6:45:15,815.00,,,,,,,,
오전 6:45:16,814.00,,,,,,,,
오전 6:45:17,814.00,,,,,,,,
오전 6:45:18,813.00,,,,,,,,
오전 6:45:19,813.00,,,,,,,,
오전 6:45:20,814.00,,,,,,,,
오전 6:45:21,815.00,,,,,,,,
오전 6:45:22,815.00,,,,,,,,
오전 6:45:23,815.00,,,,,,,,
오전 6:45:24,814.00,,,,,,,,
오전 6:45:25,812.00,,,,,,,,
오전 6:45:26,810.00,,,,,,,,
오전 6:45:27,808.00,,,,,,,,
오전 6:45:28,805.00,,,,,,,,
오전 6:45:29,803.00,,,,,,,,
오전 6:45:30,801.00,,,,,,,,
오전 6:45:31,799.00,,,,,,,,
오전 6:45:32,797.00,,,,,,,,
오전 6:45:33,795.00,,,,,,,,
오전 6:45:34,794.00,,,,,,,,
오전 6:45:35,793.00,,,,,,,,
오전 6:45:36,793.00,,,,,,,,
오전 6:45:37,792.00,,,,,,,,
오전 6:45:38,791.00,,,,,,,,
오전 6:45:39,790.00,,,,,,,,
오전 6:45:40,789.00,,,,,,,,
오전 6:45:41,788.00,,,,,,,,
오전 6:45:42,787.00,,,,,,,,
오전 6:45:43,786.00,,,,,,,,
오전 6:45:44,785.00,,,,,,,,
오전 6:45:45,783.00,,,,,,,,
오전 6:45:46,782.00,,,,,,,,
오전 6:45:47,781.00,,,,,,,,
오전 6:45:48,781.00,,,,,,,,
오전 6:45:49,781.00,,,,,,,,
오전 6:45:50,781.00,,,,,,,,
오전 6:45:51,781.00,,,,,,,,
오전 6:45:52,781.00,,,,,,,,
오전 6:45:53,782.00,,,,,,,,
오전 6:45:54,782.00,,,,,,,,
오전 6:45:55,782.00,,,,,,,,
오전 6:45:56,781.00,,,,,,,,
오전 6:45:57,781.00,,,,,,,,
오전 6:45:58,780.00,,,,,,,,
오전 6:45:59,779.00,,,,,,,,
오전 6:46:00,778.00,,,,,,,,
오전 6:46:01,777.00,,,,,,,,
오전 6:46:02,777.00,,,,,,,,
오전 6:46:03,777.00,,,,,,,,
오전 6:46:04,778.00,,,,,,,,
오전 6:46:05,779.00,,,,,,,,
오전 6:46:06,780.00,,,,,,,,
오전 6:46:07,780.00,,,,,,,,
오전 6:46:08,780.00,,,,,,,,
오전 6:46:09,781.00,,,,,,,,
오전 6:46:10,781.00,,,,,,,,
오전 6:46:11,781.00,,,,,,,,
오전 6:46:12,781.00,,,,,,,,
오전 6:46:13,781.00,,,,,,,,
오전 6:46:14,782.00,,,,,,,,
오전 6:46:15,783.00,,,,,,,,
오전 6:46:16,784.00,,,,,,,,
오전 6:46:17,785.00,,,,,,,,
오전 6:46:18,786.00,,,,,,,,
오전 6:46:19,787.00,,,,,,,,
오전 6:46:20,788.00,,,,,,,,
오전 6:46:21,789.00,,,,,,,,
오전 6:46:22,790.00,,,,,,,,
오전 6:46:23,791.00,,,,,,,,
오전 6:46:24,792.00,,,,,,,,
오전 6:46:25,793.00,,,,,,,,
오전 6:46:26,794.00,,,,,,,,
오전 6:46:27,795.00,,,,,,,,
오전 6:46:28,796.00,,,,,,,,
오전 6:46:29,796.00,,,,,,,,
오전 6:46:30,795.00,,,,,,,,
오전 6:46:31,795.00,,,,,,,,
오전 6:46:32,795.00,,,,,,,,
오전 6:46:33,795.00,,,,,,,,
오전 6:46:34,795.00,,,,,,,,
오전 6:46:35,795.00,,,,,,,,
오전 6:46:36,796.00,,,,,,,,
오전 6:46:37,796.00,,,,,,,,
오전 6:46:38,797.00,,,,,,,,
오전 6:46:39,799.00,,,,,,,,
오전 6:46:40,800.00,,,,,,,,
오전 6:46:41,801.00,,,,,,,,
오전 6:46:42,802.00,,,,,,,,
오전 6:46:44,803.00,,,,,,,,
오전 6:46:45,803.00,,,,,,,,
오전 6:46:46,803.00,,,,,,,,
오전 6:46:47,803.00,,,,,,,,
오전 6:46:48,802.00,,,,,,,,
오전 6:46:49,801.00,,,,,,,,
오전 6:46:50,800.00,,,,,,,,
오전 6:46:51,799.00,,,,,,,,
오전 6:46:52,799.00,,,,,,,,
오전 6:46:53,799.00,,,,,,,,
오전 6:46:54,800.00,,,,,,,,
오전 6:46:55,800.00,,,,,,,,
오전 6:46:56,802.00,,,,,,,,
오전 6:46:57,802.00,,,,,,,,
오전 6:46:58,803.00,,,,,,,,
오전 6:46:59,803.00,,,,,,,,
오전 6:47:00,802.00,,,,,,,,
오전 6:47:01,801.00,,,,,,,,
오전 6:47:02,801.00,,,,,,,,
오전 6:47:03,800.00,,,,,,,,
오전 6:47:04,800.00,,,,,,,,
오전 6:47:05,800.00,,,,,,,,
오전 6:47:06,801.00,,,,,,,,
오전 6:47:07,802.00,,,,,,,,
오전 6:47:08,803.00,,,,,,,,
오전 6:47:09,805.00,,,,,,,,
오전 6:47:10,806.00,,,,,,,,
오전 6:47:11,808.00,,,,,,,,
오전 6:47:12,809.00,,,,,,,,
오전 6:47:13,811.00,,,,,,,,
오전 6:47:14,811.00,,,,,,,,
오전 6:47:15,812.00,,,,,,,,
오전 6:47:16,812.00,,,,,,,,
오전 6:47:17,812.00,,,,,,,,
오전 6:47:18,813.00,,,,,,,,
오전 6:47:19,814.00,,,,,,,,
오전 6:47:20,815.00,,,,,,,,
오전 6:47:21,816.00,,,,,,,,
오전 6:47:22,817.00,,,,,,,,
오전 6:47:23,818.00,,,,,,,,
오전 6:47:24,818.00,,,,,,,,
오전 6:47:25,819.00,,,,,,,,
오전 6:47:26,819.00,,,,,,,,
오전 6:47:27,820.00,,,,,,,,
오전 6:47:28,822.00,,,,,,,,
오전 6:47:29,823.00,,,,,,,,
오전 6:47:30,824.00,,,,,,,,
오전 6:47:31,825.00,,,,,,,,
오전 6:47:32,825.00,,,,,,,,
오전 6:47:33,825.00,,,,,,,,
오전 6:47:34,825.00,,,,,,,,
오전 6:47:35,825.00,,,,,,,,
오전 6:47:36,825.00,,,,,,,,
오전 6:47:37,826.00,,,,,,,,
오전 6:47:38,826.00,,,,,,,,
오전 6:47:39,827.00,,,,,,,,
오전 6:47:40,828.00,,,,,,,,
오전 6:47:41,829.00,,,,,,,,
오전 6:47:42,830.00,,,,,,,,
오전 6:47:43,831.00,,,,,,,,
오전 6:47:44,832.00,,,,,,,,
오전 6:47:45,833.00,,,,,,,,
오전 6:47:46,834.00,,,,,,,,
오전 6:47:47,835.00,,,,,,,,
오전 6:47:48,835.00,,,,,,,,
오전 6:47:49,836.00,,,,,,,,
오전 6:47:50,836.00,,,,,,,,
오전 6:47:51,836.00,,,,,,,,
오전 6:47:52,836.00,,,,,,,,
오전 6:47:53,836.00,,,,,,,,
오전 6:47:54,835.00,,,,,,,,
오전 6:47:55,834.00,,,,,,,,
오전 6:47:56,834.00,,,,,,,,
오전 6:47:57,833.00,,,,,,,,
오전 6:47:58,832.00,,,,,,,,
오전 6:47:59,831.00,,,,,,,,
오전 6:48:00,830.00,,,,,,,,
오전 6:48:01,829.00,,,,,,,,
오전 6:48:02,829.00,,,,,,,,
오전 6:48:03,828.00,,,,,,,,
오전 6:48:04,827.00,,,,,,,,
오전 6:48:05,826.00,,,,,,,,
오전 6:48:06,825.00,,,,,,,,
오전 6:48:07,824.00,,,,,,,,
오전 6:48:08,824.00,,,,,,,,
오전 6:48:09,825.00,,,,,,,,
오전 6:48:10,827.00,,,,,,,,
오전 6:48:11,828.00,,,,,,,,
오전 6:48:12,829.00,,,,,,,,
오전 6:48:14,830.00,,,,,,,,
오전 6:48:15,830.00,,,,,,,,
오전 6:48:16,830.00,,,,,,,,
오전 6:48:17,829.00,,,,,,,,
오전 6:48:18,828.00,,,,,,,,
오전 6:48:19,828.00,,,,,,,,
오전 6:48:20,827.00,,,,,,,,
오전 6:48:21,826.00,,,,,,,,
오전 6:48:22,826.00,,,,,,,,
오전 6:48:23,826.00,,,,,,,,
오전 6:48:24,825.00,,,,,,,,
오전 6:48:25,825.00,,,,,,,,
오전 6:48:26,825.00,,,,,,,,
오전 6:48:27,825.00,,,,,,,,
오전 6:48:28,825.00,,,,,,,,
오전 6:48:29,826.00,,,,,,,,
오전 6:48:30,827.00,,,,,,,,
오전 6:48:31,829.00,,,,,,,,
오전 6:48:32,829.00,,,,,,,,
오전 6:48:33,830.00,,,,,,,,
오전 6:48:34,829.00,,,,,,,,
오전 6:48:35,829.00,,,,,,,,
오전 6:48:36,828.00,,,,,,,,
오전 6:48:37,827.00,,,,,,,,
오전 6:48:38,827.00,,,,,,,,
오전 6:48:39,828.00,,,,,,,,
오전 6:48:40,830.00,,,,,,,,
오전 6:48:41,831.00,,,,,,,,
오전 6:48:42,833.00,,,,,,,,
오전 6:48:43,835.00,,,,,,,,
오전 6:48:44,836.00,,,,,,,,
오전 6:48:45,837.00,,,,,,,,
오전 6:48:46,837.00,,,,,,,,
오전 6:48:47,837.00,,,,,,,,
오전 6:48:48,836.00,,,,,,,,
오전 6:48:49,834.00,,,,,,,,
오전 6:48:50,833.00,,,,,,,,
오전 6:48:51,831.00,,,,,,,,
오전 6:48:52,830.00,,,,,,,,
오전 6:48:53,828.00,,,,,,,,
오전 6:48:54,828.00,,,,,,,,
오전 6:48:55,828.00,,,,,,,,
오전 6:48:56,830.00,,,,,,,,
오전 6:48:57,831.00,,,,,,,,
오전 6:48:58,832.00,,,,,,,,
오전 6:48:59,833.00,,,,,,,,
오전 6:49:00,833.00,,,,,,,,
오전 6:49:01,832.00,,,,,,,,
오전 6:49:02,831.00,,,,,,,,
오전 6:49:03,831.00,,,,,,,,
오전 6:49:04,830.00,,,,,,,,
오전 6:49:05,830.00,,,,,,,,
오전 6:49:06,829.00,,,,,,,,
오전 6:49:07,828.00,,,,,,,,
오전 6:49:08,827.00,,,,,,,,
오전 6:49:09,826.00,,,,,,,,
오전 6:49:10,824.00,,,,,,,,
오전 6:49:11,823.00,,,,,,,,
오전 6:49:12,822.00,,,,,,,,
오전 6:49:13,822.00,,,,,,,,
오전 6:49:14,822.00,,,,,,,,
오전 6:49:15,823.00,,,,,,,,
오전 6:49:16,823.00,,,,,,,,
오전 6:49:17,824.00,,,,,,,,
오전 6:49:18,824.00,,,,,,,,
오전 6:49:19,824.00,,,,,,,,
오전 6:49:20,823.00,,,,,,,,
오전 6:49:21,822.00,,,,,,,,
