Time,CO2 Sensor,,,,,,,,
오전 5:04:12,766.00,,,,,,,,
오전 5:04:13,766.00,,,,,,,,
오전 5:04:14,766.00,,,,,,,,
오전 5:04:15,766.00,,,,,,,,
오전 5:04:16,766.00,,,,,,,,
오전 5:04:17,765.00,,,,,,,,
오전 5:04:18,764.00,,,,,,,,
오전 5:04:19,763.00,,,,,,,,
오전 5:04:20,762.00,,,,,,,,
오전 5:04:21,760.00,,,,,,,,
오전 5:04:22,759.00,,,,,,,,
오전 5:04:23,759.00,,,,,,,,
오전 5:04:24,760.00,,,,,,,,
오전 5:04:25,762.00,,,,,,,,
오전 5:04:26,764.00,,,,,,,,
오전 5:04:27,766.00,,,,,,,,
오전 5:04:28,768.00,,,,,,,,
오전 5:04:29,769.00,,,,,,,,
오전 5:04:30,770.00,,,,,,,,
오전 5:04:31,771.00,,,,,,,,
오전 5:04:32,771.00,,,,,,,,
오전 5:04:33,770.00,,,,,,,,
오전 5:04:34,770.00,,,,,,,,
오전 5:04:35,769.00,,,,,,,,
오전 5:04:36,768.00,,,,,,,,
오전 5:04:37,767.00,,,,,,,,
오전 5:04:38,766.00,,,,,,,,
오전 5:04:39,766.00,,,,,,,,
오전 5:04:40,765.00,,,,,,,,
오전 5:04:41,763.00,,,,,,,,
오전 5:04:42,761.00,,,,,,,,
오전 5:04:43,760.00,,,,,,,,
오전 5:04:44,758.00,,,,,,,,
오전 5:04:45,756.00,,,,,,,,
오전 5:04:46,754.00,,,,,,,,
오전 5:04:47,753.00,,,,,,,,
오전 5:04:48,752.00,,,,,,,,
오전 5:04:49,751.00,,,,,,,,
오전 5:04:50,751.00,,,,,,,,
오전 5:04:51,752.00,,,,,,,,
오전 5:04:52,752.00,,,,,,,,
오전 5:04:53,752.00,,,,,,,,
오전 5:04:54,752.00,,,,,,,,
오전 5:04:55,752.00,,,,,,,,
오전 5:04:56,751.00,,,,,,,,
오전 5:04:57,751.00,,,,,,,,
오전 5:04:58,751.00,,,,,,,,
오전 5:04:59,750.00,,,,,,,,
오전 5:05:00,750.00,,,,,,,,
오전 5:05:01,749.00,,,,,,,,
오전 5:05:02,749.00,,,,,,,,
오전 5:05:03,748.00,,,,,,,,
오전 5:05:04,747.00,,,,,,,,
오전 5:05:05,747.00,,,,,,,,
오전 5:05:06,746.00,,,,,,,,
오전 5:05:07,745.00,,,,,,,,
오전 5:05:08,745.00,,,,,,,,
오전 5:05:09,745.00,,,,,,,,
오전 5:05:10,746.00,,,,,,,,
오전 5:05:11,747.00,,,,,,,,
오전 5:05:13,748.00,,,,,,,,
오전 5:05:14,748.00,,,,,,,,
오전 5:05:15,748.00,,,,,,,,
오전 5:05:16,748.00,,,,,,,,
오전 5:05:17,747.00,,,,,,,,
오전 5:05:18,746.00,,,,,,,,
오전 5:05:19,745.00,,,,,,,,
오전 5:05:20,745.00,,,,,,,,
오전 5:05:21,745.00,,,,,,,,
오전 5:05:22,745.00,,,,,,,,
오전 5:05:23,745.00,,,,,,,,
오전 5:05:24,745.00,,,,,,,,
오전 5:05:25,745.00,,,,,,,,
오전 5:05:26,745.00,,,,,,,,
오전 5:05:27,745.00,,,,,,,,
오전 5:05:28,745.00,,,,,,,,
오전 5:05:29,745.00,,,,,,,,
오전 5:05:30,745.00,,,,,,,,
오전 5:05:31,745.00,,,,,,,,
오전 5:05:32,745.00,,,,,,,,
오전 5:05:33,745.00,,,,,,,,
오전 5:05:34,745.00,,,,,,,,
오전 5:05:35,746.00,,,,,,,,
오전 5:05:36,747.00,,,,,,,,
오전 5:05:37,748.00,,,,,,,,
오전 5:05:38,748.00,,,,,,,,
오전 5:05:39,748.00,,,,,,,,
오전 5:05:40,748.00,,,,,,,,
오전 5:05:41,747.00,,,,,,,,
오전 5:05:42,746.00,,,,,,,,
오전 5:05:43,745.00,,,,,,,,
오전 5:05:44,745.00,,,,,,,,
오전 5:05:45,745.00,,,,,,,,
오전 5:05:46,745.00,,,,,,,,
오전 5:05:47,745.00,,,,,,,,
오전 5:05:48,746.00,,,,,,,,
오전 5:05:49,747.00,,,,,,,,
오전 5:05:50,747.00,,,,,,,,
오전 5:05:51,748.00,,,,,,,,
오전 5:05:52,748.00,,,,,,,,
오전 5:05:53,749.00,,,,,,,,
오전 5:05:54,750.00,,,,,,,,
오전 5:05:55,750.00,,,,,,,,
오전 5:05:56,749.00,,,,,,,,
오전 5:05:57,749.00,,,,,,,,
오전 5:05:58,749.00,,,,,,,,
오전 5:05:59,749.00,,,,,,,,
오전 5:06:00,749.00,,,,,,,,
오전 5:06:01,750.00,,,,,,,,
오전 5:06:02,750.00,,,,,,,,
오전 5:06:03,750.00,,,,,,,,
오전 5:06:04,750.00,,,,,,,,
오전 5:06:05,750.00,,,,,,,,
오전 5:06:06,750.00,,,,,,,,
오전 5:06:07,750.00,,,,,,,,
오전 5:06:08,749.00,,,,,,,,
오전 5:06:09,748.00,,,,,,,,
오전 5:06:10,747.00,,,,,,,,
오전 5:06:11,746.00,,,,,,,,
오전 5:06:12,745.00,,,,,,,,
오전 5:06:13,744.00,,,,,,,,
오전 5:06:14,744.00,,,,,,,,
오전 5:06:15,744.00,,,,,,,,
오전 5:06:16,744.00,,,,,,,,
오전 5:06:17,744.00,,,,,,,,
오전 5:06:18,744.00,,,,,,,,
오전 5:06:19,744.00,,,,,,,,
오전 5:06:20,743.00,,,,,,,,
오전 5:06:21,743.00,,,,,,,,
오전 5:06:22,743.00,,,,,,,,
오전 5:06:23,744.00,,,,,,,,
오전 5:06:24,745.00,,,,,,,,
오전 5:06:25,745.00,,,,,,,,
오전 5:06:26,746.00,,,,,,,,
오전 5:06:27,746.00,,,,,,,,
오전 5:06:28,746.00,,,,,,,,
오전 5:06:29,746.00,,,,,,,,
오전 5:06:30,746.00,,,,,,,,
오전 5:06:31,746.00,,,,,,,,
오전 5:06:32,745.00,,,,,,,,
오전 5:06:33,745.00,,,,,,,,
오전 5:06:34,744.00,,,,,,,,
오전 5:06:35,743.00,,,,,,,,
오전 5:06:36,742.00,,,,,,,,
오전 5:06:37,741.00,,,,,,,,
오전 5:06:38,741.00,,,,,,,,
오전 5:06:39,741.00,,,,,,,,
오전 5:06:40,742.00,,,,,,,,
오전 5:06:42,743.00,,,,,,,,
오전 5:06:43,744.00,,,,,,,,
오전 5:06:44,746.00,,,,,,,,
오전 5:06:45,748.00,,,,,,,,
오전 5:06:46,750.00,,,,,,,,
오전 5:06:47,751.00,,,,,,,,
오전 5:06:48,752.00,,,,,,,,
오전 5:06:49,752.00,,,,,,,,
오전 5:06:50,751.00,,,,,,,,
오전 5:06:51,750.00,,,,,,,,
오전 5:06:52,749.00,,,,,,,,
오전 5:06:53,748.00,,,,,,,,
오전 5:06:54,747.00,,,,,,,,
오전 5:06:55,747.00,,,,,,,,
오전 5:06:56,747.00,,,,,,,,
오전 5:06:57,747.00,,,,,,,,
오전 5:06:58,748.00,,,,,,,,
오전 5:06:59,748.00,,,,,,,,
오전 5:07:00,748.00,,,,,,,,
오전 5:07:01,748.00,,,,,,,,
오전 5:07:02,748.00,,,,,,,,
오전 5:07:03,747.00,,,,,,,,
오전 5:07:04,747.00,,,,,,,,
오전 5:07:05,746.00,,,,,,,,
오전 5:07:06,745.00,,,,,,,,
오전 5:07:07,745.00,,,,,,,,
오전 5:07:08,745.00,,,,,,,,
오전 5:07:09,745.00,,,,,,,,
오전 5:07:10,745.00,,,,,,,,
오전 5:07:11,745.00,,,,,,,,
오전 5:07:12,744.00,,,,,,,,
오전 5:07:13,744.00,,,,,,,,
오전 5:07:14,743.00,,,,,,,,
오전 5:07:15,743.00,,,,,,,,
오전 5:07:16,742.00,,,,,,,,
오전 5:07:17,741.00,,,,,,,,
오전 5:07:18,740.00,,,,,,,,
오전 5:07:19,739.00,,,,,,,,
오전 5:07:20,739.00,,,,,,,,
오전 5:07:21,739.00,,,,,,,,
오전 5:07:22,739.00,,,,,,,,
오전 5:07:23,739.00,,,,,,,,
오전 5:07:24,739.00,,,,,,,,
오전 5:07:25,739.00,,,,,,,,
오전 5:07:26,738.00,,,,,,,,
오전 5:07:27,738.00,,,,,,,,
오전 5:07:28,736.00,,,,,,,,
오전 5:07:29,736.00,,,,,,,,
오전 5:07:30,735.00,,,,,,,,
오전 5:07:31,735.00,,,,,,,,
오전 5:07:32,735.00,,,,,,,,
오전 5:07:33,735.00,,,,,,,,
오전 5:07:34,735.00,,,,,,,,
오전 5:07:35,735.00,,,,,,,,
오전 5:07:36,736.00,,,,,,,,
오전 5:07:37,736.00,,,,,,,,
오전 5:07:38,736.00,,,,,,,,
오전 5:07:39,736.00,,,,,,,,
오전 5:07:40,734.00,,,,,,,,
오전 5:07:41,733.00,,,,,,,,
오전 5:07:42,732.00,,,,,,,,
오전 5:07:43,730.00,,,,,,,,
오전 5:07:44,729.00,,,,,,,,
오전 5:07:45,728.00,,,,,,,,
오전 5:07:46,726.00,,,,,,,,
오전 5:07:47,725.00,,,,,,,,
오전 5:07:48,725.00,,,,,,,,
오전 5:07:49,724.00,,,,,,,,
오전 5:07:50,724.00,,,,,,,,
오전 5:07:51,724.00,,,,,,,,
오전 5:07:52,724.00,,,,,,,,
오전 5:07:53,724.00,,,,,,,,
오전 5:07:54,724.00,,,,,,,,
오전 5:07:55,723.00,,,,,,,,
오전 5:07:56,723.00,,,,,,,,
오전 5:07:57,723.00,,,,,,,,
오전 5:07:58,724.00,,,,,,,,
오전 5:07:59,724.00,,,,,,,,
오전 5:08:00,726.00,,,,,,,,
오전 5:08:01,727.00,,,,,,,,
오전 5:08:02,728.00,,,,,,,,
오전 5:08:03,729.00,,,,,,,,
오전 5:08:04,729.00,,,,,,,,
오전 5:08:05,728.00,,,,,,,,
오전 5:08:06,727.00,,,,,,,,
오전 5:08:07,726.00,,,,,,,,
오전 5:08:08,725.00,,,,,,,,
오전 5:08:09,724.00,,,,,,,,
오전 5:08:10,724.00,,,,,,,,
오전 5:08:11,723.00,,,,,,,,
오전 5:08:13,722.00,,,,,,,,
오전 5:08:14,721.00,,,,,,,,
오전 5:08:15,721.00,,,,,,,,
오전 5:08:16,722.00,,,,,,,,
오전 5:08:17,723.00,,,,,,,,
오전 5:08:18,725.00,,,,,,,,
오전 5:08:19,726.00,,,,,,,,
오전 5:08:20,727.00,,,,,,,,
오전 5:08:21,727.00,,,,,,,,
오전 5:08:22,727.00,,,,,,,,
오전 5:08:23,727.00,,,,,,,,
오전 5:08:24,727.00,,,,,,,,
오전 5:08:25,727.00,,,,,,,,
오전 5:08:26,727.00,,,,,,,,
오전 5:08:27,727.00,,,,,,,,
오전 5:08:28,727.00,,,,,,,,
오전 5:08:29,727.00,,,,,,,,
오전 5:08:30,728.00,,,,,,,,
오전 5:08:31,728.00,,,,,,,,
오전 5:08:32,728.00,,,,,,,,
오전 5:08:33,729.00,,,,,,,,
오전 5:08:34,729.00,,,,,,,,
오전 5:08:35,729.00,,,,,,,,
오전 5:08:36,728.00,,,,,,,,
오전 5:08:37,727.00,,,,,,,,
오전 5:08:38,725.00,,,,,,,,
오전 5:08:39,724.00,,,,,,,,
오전 5:08:40,723.00,,,,,,,,
오전 5:08:41,723.00,,,,,,,,
오전 5:08:42,723.00,,,,,,,,
오전 5:08:43,724.00,,,,,,,,
오전 5:08:44,725.00,,,,,,,,
오전 5:08:45,726.00,,,,,,,,
오전 5:08:46,727.00,,,,,,,,
오전 5:08:47,728.00,,,,,,,,
오전 5:08:48,727.00,,,,,,,,
오전 5:08:49,727.00,,,,,,,,
오전 5:08:50,725.00,,,,,,,,
오전 5:08:51,723.00,,,,,,,,
오전 5:08:52,722.00,,,,,,,,
오전 5:08:53,720.00,,,,,,,,
오전 5:08:54,719.00,,,,,,,,
오전 5:08:55,719.00,,,,,,,,
오전 5:08:56,720.00,,,,,,,,
오전 5:08:57,721.00,,,,,,,,
오전 5:08:58,722.00,,,,,,,,
오전 5:08:59,724.00,,,,,,,,
오전 5:09:00,726.00,,,,,,,,
오전 5:09:01,728.00,,,,,,,,
오전 5:09:02,729.00,,,,,,,,
오전 5:09:03,731.00,,,,,,,,
오전 5:09:04,732.00,,,,,,,,
오전 5:09:05,734.00,,,,,,,,
오전 5:09:06,735.00,,,,,,,,
오전 5:09:07,737.00,,,,,,,,
오전 5:09:08,739.00,,,,,,,,
오전 5:09:09,740.00,,,,,,,,
오전 5:09:10,740.00,,,,,,,,
오전 5:09:11,739.00,,,,,,,,
오전 5:09:12,738.00,,,,,,,,
오전 5:09:13,736.00,,,,,,,,
오전 5:09:14,735.00,,,,,,,,
오전 5:09:15,734.00,,,,,,,,
오전 5:09:16,734.00,,,,,,,,
오전 5:09:17,734.00,,,,,,,,
오전 5:09:18,734.00,,,,,,,,
오전 5:09:19,734.00,,,,,,,,
오전 5:09:20,736.00,,,,,,,,
오전 5:09:21,738.00,,,,,,,,
오전 5:09:22,739.00,,,,,,,,
오전 5:09:23,741.00,,,,,,,,
오전 5:09:24,741.00,,,,,,,,
오전 5:09:25,742.00,,,,,,,,
오전 5:09:26,742.00,,,,,,,,
오전 5:09:27,742.00,,,,,,,,
오전 5:09:28,742.00,,,,,,,,
오전 5:09:29,742.00,,,,,,,,
오전 5:09:30,742.00,,,,,,,,
오전 5:09:31,742.00,,,,,,,,
오전 5:09:32,742.00,,,,,,,,
오전 5:09:33,742.00,,,,,,,,
오전 5:09:34,742.00,,,,,,,,
오전 5:09:35,742.00,,,,,,,,
오전 5:09:36,742.00,,,,,,,,
오전 5:09:37,742.00,,,,,,,,
오전 5:09:38,742.00,,,,,,,,
오전 5:09:39,742.00,,,,,,,,
오전 5:09:41,742.00,,,,,,,,
오전 5:09:42,742.00,,,,,,,,
오전 5:09:43,742.00,,,,,,,,
오전 5:09:44,742.00,,,,,,,,
오전 5:09:45,742.00,,,,,,,,
오전 5:09:46,743.00,,,,,,,,
오전 5:09:47,744.00,,,,,,,,
오전 5:09:48,745.00,,,,,,,,
오전 5:09:49,746.00,,,,,,,,
오전 5:09:50,747.00,,,,,,,,
오전 5:09:51,747.00,,,,,,,,
오전 5:09:52,747.00,,,,,,,,
오전 5:09:53,747.00,,,,,,,,
오전 5:09:54,747.00,,,,,,,,
오전 5:09:55,746.00,,,,,,,,
오전 5:09:56,745.00,,,,,,,,
오전 5:09:57,743.00,,,,,,,,
오전 5:09:58,741.00,,,,,,,,
오전 5:09:59,740.00,,,,,,,,
오전 5:10:00,739.00,,,,,,,,
오전 5:10:01,739.00,,,,,,,,
오전 5:10:02,739.00,,,,,,,,
오전 5:10:03,739.00,,,,,,,,
오전 5:10:04,738.00,,,,,,,,
오전 5:10:05,738.00,,,,,,,,
오전 5:10:06,738.00,,,,,,,,
오전 5:10:07,738.00,,,,,,,,
오전 5:10:08,738.00,,,,,,,,
오전 5:10:09,737.00,,,,,,,,
오전 5:10:10,737.00,,,,,,,,
오전 5:10:11,736.00,,,,,,,,
오전 5:10:12,734.00,,,,,,,,
오전 5:10:13,733.00,,,,,,,,
오전 5:10:14,731.00,,,,,,,,
오전 5:10:15,729.00,,,,,,,,
오전 5:10:16,728.00,,,,,,,,
오전 5:10:17,728.00,,,,,,,,
오전 5:10:18,727.00,,,,,,,,
오전 5:10:19,728.00,,,,,,,,
오전 5:10:20,728.00,,,,,,,,
오전 5:10:21,728.00,,,,,,,,
오전 5:10:22,727.00,,,,,,,,
오전 5:10:23,727.00,,,,,,,,
오전 5:10:24,726.00,,,,,,,,
오전 5:10:25,724.00,,,,,,,,
오전 5:10:26,722.00,,,,,,,,
오전 5:10:27,720.00,,,,,,,,
오전 5:10:28,719.00,,,,,,,,
오전 5:10:29,718.00,,,,,,,,
오전 5:10:30,718.00,,,,,,,,
오전 5:10:31,719.00,,,,,,,,
오전 5:10:32,721.00,,,,,,,,
오전 5:10:33,722.00,,,,,,,,
오전 5:10:34,723.00,,,,,,,,
오전 5:10:35,724.00,,,,,,,,
오전 5:10:36,723.00,,,,,,,,
오전 5:10:37,722.00,,,,,,,,
오전 5:10:38,720.00,,,,,,,,
오전 5:10:39,718.00,,,,,,,,
오전 5:10:40,715.00,,,,,,,,
오전 5:10:41,713.00,,,,,,,,
오전 5:10:42,710.00,,,,,,,,
오전 5:10:43,707.00,,,,,,,,
오전 5:10:44,705.00,,,,,,,,
오전 5:10:45,704.00,,,,,,,,
오전 5:10:46,704.00,,,,,,,,
오전 5:10:47,704.00,,,,,,,,
오전 5:10:48,704.00,,,,,,,,
오전 5:10:49,704.00,,,,,,,,
오전 5:10:50,705.00,,,,,,,,
오전 5:10:51,707.00,,,,,,,,
오전 5:10:52,710.00,,,,,,,,
오전 5:10:53,713.00,,,,,,,,
오전 5:10:54,716.00,,,,,,,,
오전 5:10:55,718.00,,,,,,,,
오전 5:10:56,720.00,,,,,,,,
오전 5:10:57,720.00,,,,,,,,
오전 5:10:58,720.00,,,,,,,,
오전 5:10:59,720.00,,,,,,,,
오전 5:11:00,720.00,,,,,,,,
오전 5:11:01,720.00,,,,,,,,
오전 5:11:02,719.00,,,,,,,,
오전 5:11:03,718.00,,,,,,,,
오전 5:11:04,718.00,,,,,,,,
오전 5:11:05,719.00,,,,,,,,
오전 5:11:06,721.00,,,,,,,,
오전 5:11:07,724.00,,,,,,,,
오전 5:11:08,726.00,,,,,,,,
오전 5:11:09,729.00,,,,,,,,
오전 5:11:11,731.00,,,,,,,,
오전 5:11:12,734.00,,,,,,,,
오전 5:11:13,737.00,,,,,,,,
오전 5:11:14,739.00,,,,,,,,
오전 5:11:15,741.00,,,,,,,,
오전 5:11:16,742.00,,,,,,,,
오전 5:11:17,742.00,,,,,,,,
오전 5:11:18,743.00,,,,,,,,
오전 5:11:19,742.00,,,,,,,,
오전 5:11:20,742.00,,,,,,,,
오전 5:11:21,741.00,,,,,,,,
오전 5:11:22,739.00,,,,,,,,
오전 5:11:23,736.00,,,,,,,,
오전 5:11:24,733.00,,,,,,,,
오전 5:11:25,730.00,,,,,,,,
오전 5:11:26,728.00,,,,,,,,
오전 5:11:27,726.00,,,,,,,,
오전 5:11:28,725.00,,,,,,,,
오전 5:11:29,723.00,,,,,,,,
오전 5:11:30,723.00,,,,,,,,
오전 5:11:31,722.00,,,,,,,,
오전 5:11:32,722.00,,,,,,,,
오전 5:11:33,721.00,,,,,,,,
오전 5:11:34,721.00,,,,,,,,
오전 5:11:35,722.00,,,,,,,,
오전 5:11:36,722.00,,,,,,,,
오전 5:11:37,724.00,,,,,,,,
오전 5:11:38,726.00,,,,,,,,
오전 5:11:39,728.00,,,,,,,,
오전 5:11:40,730.00,,,,,,,,
오전 5:11:41,732.00,,,,,,,,
오전 5:11:42,732.00,,,,,,,,
오전 5:11:43,733.00,,,,,,,,
오전 5:11:44,733.00,,,,,,,,
오전 5:11:45,733.00,,,,,,,,
오전 5:11:46,732.00,,,,,,,,
오전 5:11:47,732.00,,,,,,,,
오전 5:11:48,731.00,,,,,,,,
오전 5:11:49,730.00,,,,,,,,
오전 5:11:50,729.00,,,,,,,,
오전 5:11:51,728.00,,,,,,,,
오전 5:11:52,727.00,,,,,,,,
오전 5:11:53,725.00,,,,,,,,
오전 5:11:54,725.00,,,,,,,,
오전 5:11:55,724.00,,,,,,,,
오전 5:11:56,724.00,,,,,,,,
오전 5:11:57,723.00,,,,,,,,
오전 5:11:58,723.00,,,,,,,,
오전 5:11:59,723.00,,,,,,,,
오전 5:12:00,724.00,,,,,,,,
오전 5:12:01,724.00,,,,,,,,
오전 5:12:02,726.00,,,,,,,,
오전 5:12:03,728.00,,,,,,,,
오전 5:12:04,730.00,,,,,,,,
오전 5:12:05,731.00,,,,,,,,
오전 5:12:06,732.00,,,,,,,,
오전 5:12:07,733.00,,,,,,,,
오전 5:12:08,734.00,,,,,,,,
오전 5:12:09,734.00,,,,,,,,
오전 5:12:10,735.00,,,,,,,,
오전 5:12:11,734.00,,,,,,,,
오전 5:12:12,732.00,,,,,,,,
오전 5:12:13,729.00,,,,,,,,
오전 5:12:14,727.00,,,,,,,,
오전 5:12:15,725.00,,,,,,,,
오전 5:12:16,723.00,,,,,,,,
오전 5:12:17,723.00,,,,,,,,
오전 5:12:18,724.00,,,,,,,,
오전 5:12:19,725.00,,,,,,,,
오전 5:12:20,727.00,,,,,,,,
오전 5:12:21,730.00,,,,,,,,
오전 5:12:22,732.00,,,,,,,,
오전 5:12:23,734.00,,,,,,,,
오전 5:12:24,736.00,,,,,,,,
오전 5:12:25,737.00,,,,,,,,
오전 5:12:26,736.00,,,,,,,,
오전 5:12:27,735.00,,,,,,,,
오전 5:12:28,733.00,,,,,,,,
오전 5:12:29,731.00,,,,,,,,
오전 5:12:30,729.00,,,,,,,,
오전 5:12:31,728.00,,,,,,,,
오전 5:12:32,727.00,,,,,,,,
오전 5:12:33,727.00,,,,,,,,
오전 5:12:34,726.00,,,,,,,,
오전 5:12:35,726.00,,,,,,,,
오전 5:12:36,725.00,,,,,,,,
오전 5:12:37,723.00,,,,,,,,
오전 5:12:38,721.00,,,,,,,,
오전 5:12:39,719.00,,,,,,,,
오전 5:12:40,717.00,,,,,,,,
오전 5:12:42,715.00,,,,,,,,
오전 5:12:43,714.00,,,,,,,,
오전 5:12:44,713.00,,,,,,,,
오전 5:12:45,712.00,,,,,,,,
오전 5:12:46,710.00,,,,,,,,
오전 5:12:47,709.00,,,,,,,,
오전 5:12:48,707.00,,,,,,,,
오전 5:12:49,705.00,,,,,,,,
오전 5:12:50,703.00,,,,,,,,
오전 5:12:51,702.00,,,,,,,,
오전 5:12:52,701.00,,,,,,,,
오전 5:12:53,701.00,,,,,,,,
오전 5:12:54,701.00,,,,,,,,
오전 5:12:55,700.00,,,,,,,,
오전 5:12:56,700.00,,,,,,,,
오전 5:12:57,701.00,,,,,,,,
오전 5:12:58,702.00,,,,,,,,
오전 5:12:59,703.00,,,,,,,,
오전 5:13:00,704.00,,,,,,,,
오전 5:13:01,706.00,,,,,,,,
오전 5:13:02,707.00,,,,,,,,
오전 5:13:03,709.00,,,,,,,,
오전 5:13:04,711.00,,,,,,,,
오전 5:13:05,713.00,,,,,,,,
오전 5:13:06,714.00,,,,,,,,
오전 5:13:07,716.00,,,,,,,,
오전 5:13:08,716.00,,,,,,,,
오전 5:13:09,716.00,,,,,,,,
오전 5:13:10,715.00,,,,,,,,
오전 5:13:11,715.00,,,,,,,,
오전 5:13:12,714.00,,,,,,,,
오전 5:13:13,714.00,,,,,,,,
오전 5:13:14,714.00,,,,,,,,
오전 5:13:15,714.00,,,,,,,,
오전 5:13:16,714.00,,,,,,,,
오전 5:13:17,714.00,,,,,,,,
오전 5:13:18,713.00,,,,,,,,
오전 5:13:19,712.00,,,,,,,,
오전 5:13:20,710.00,,,,,,,,
오전 5:13:21,709.00,,,,,,,,
오전 5:13:22,709.00,,,,,,,,
오전 5:13:23,709.00,,,,,,,,
오전 5:13:24,709.00,,,,,,,,
오전 5:13:25,709.00,,,,,,,,
오전 5:13:26,709.00,,,,,,,,
오전 5:13:27,709.00,,,,,,,,
오전 5:13:28,709.00,,,,,,,,
오전 5:13:29,708.00,,,,,,,,
오전 5:13:30,708.00,,,,,,,,
오전 5:13:31,708.00,,,,,,,,
오전 5:13:32,708.00,,,,,,,,
오전 5:13:33,710.00,,,,,,,,
오전 5:13:34,711.00,,,,,,,,
오전 5:13:35,713.00,,,,,,,,
오전 5:13:36,715.00,,,,,,,,
오전 5:13:37,717.00,,,,,,,,
오전 5:13:38,719.00,,,,,,,,
오전 5:13:39,721.00,,,,,,,,
오전 5:13:40,722.00,,,,,,,,
오전 5:13:41,724.00,,,,,,,,
오전 5:13:42,725.00,,,,,,,,
오전 5:13:43,726.00,,,,,,,,
오전 5:13:44,727.00,,,,,,,,
오전 5:13:45,728.00,,,,,,,,
오전 5:13:46,729.00,,,,,,,,
오전 5:13:47,730.00,,,,,,,,
오전 5:13:48,732.00,,,,,,,,
오전 5:13:49,734.00,,,,,,,,
오전 5:13:50,735.00,,,,,,,,
오전 5:13:51,737.00,,,,,,,,
오전 5:13:52,738.00,,,,,,,,
오전 5:13:53,739.00,,,,,,,,
오전 5:13:54,740.00,,,,,,,,
오전 5:13:55,742.00,,,,,,,,
오전 5:13:56,743.00,,,,,,,,
오전 5:13:57,745.00,,,,,,,,
오전 5:13:58,747.00,,,,,,,,
오전 5:13:59,749.00,,,,,,,,
오전 5:14:00,750.00,,,,,,,,
오전 5:14:01,751.00,,,,,,,,
오전 5:14:02,752.00,,,,,,,,
오전 5:14:03,752.00,,,,,,,,
오전 5:14:04,752.00,,,,,,,,
오전 5:14:05,752.00,,,,,,,,
오전 5:14:06,751.00,,,,,,,,
오전 5:14:07,751.00,,,,,,,,
오전 5:14:08,751.00,,,,,,,,
오전 5:14:10,751.00,,,,,,,,
오전 5:14:11,751.00,,,,,,,,
오전 5:14:12,751.00,,,,,,,,
오전 5:14:13,751.00,,,,,,,,
오전 5:14:14,751.00,,,,,,,,
오전 5:14:15,751.00,,,,,,,,
오전 5:14:16,751.00,,,,,,,,
오전 5:14:17,750.00,,,,,,,,
오전 5:14:18,750.00,,,,,,,,
오전 5:14:19,750.00,,,,,,,,
오전 5:14:20,750.00,,,,,,,,
오전 5:14:21,750.00,,,,,,,,
오전 5:14:22,750.00,,,,,,,,
오전 5:14:23,750.00,,,,,,,,
오전 5:14:24,750.00,,,,,,,,
오전 5:14:25,750.00,,,,,,,,
오전 5:14:26,749.00,,,,,,,,
오전 5:14:27,749.00,,,,,,,,
오전 5:14:28,749.00,,,,,,,,
오전 5:14:29,749.00,,,,,,,,
오전 5:14:30,749.00,,,,,,,,
오전 5:14:31,749.00,,,,,,,,
오전 5:14:32,749.00,,,,,,,,
오전 5:14:33,749.00,,,,,,,,
오전 5:14:34,749.00,,,,,,,,
오전 5:14:35,748.00,,,,,,,,
오전 5:14:36,748.00,,,,,,,,
오전 5:14:37,747.00,,,,,,,,
오전 5:14:38,745.00,,,,,,,,
오전 5:14:39,743.00,,,,,,,,
오전 5:14:40,741.00,,,,,,,,
오전 5:14:41,738.00,,,,,,,,
오전 5:14:42,736.00,,,,,,,,
오전 5:14:43,733.00,,,,,,,,
오전 5:14:44,731.00,,,,,,,,
오전 5:14:45,729.00,,,,,,,,
오전 5:14:46,727.00,,,,,,,,
오전 5:14:47,726.00,,,,,,,,
오전 5:14:48,726.00,,,,,,,,
오전 5:14:49,727.00,,,,,,,,
오전 5:14:50,728.00,,,,,,,,
오전 5:14:51,730.00,,,,,,,,
오전 5:14:52,732.00,,,,,,,,
오전 5:14:53,733.00,,,,,,,,
오전 5:14:54,734.00,,,,,,,,
오전 5:14:55,735.00,,,,,,,,
오전 5:14:56,736.00,,,,,,,,
오전 5:14:57,737.00,,,,,,,,
오전 5:14:58,737.00,,,,,,,,
오전 5:14:59,737.00,,,,,,,,
오전 5:15:00,737.00,,,,,,,,
오전 5:15:01,737.00,,,,,,,,
오전 5:15:02,736.00,,,,,,,,
오전 5:15:03,735.00,,,,,,,,
오전 5:15:04,734.00,,,,,,,,
오전 5:15:05,734.00,,,,,,,,
오전 5:15:06,733.00,,,,,,,,
오전 5:15:07,733.00,,,,,,,,
오전 5:15:08,733.00,,,,,,,,
오전 5:15:09,734.00,,,,,,,,
오전 5:15:10,734.00,,,,,,,,
오전 5:15:11,735.00,,,,,,,,
오전 5:15:12,735.00,,,,,,,,
오전 5:15:13,734.00,,,,,,,,
오전 5:15:14,732.00,,,,,,,,
오전 5:15:15,730.00,,,,,,,,
오전 5:15:16,728.00,,,,,,,,
오전 5:15:17,727.00,,,,,,,,
오전 5:15:18,726.00,,,,,,,,
오전 5:15:19,725.00,,,,,,,,
오전 5:15:20,725.00,,,,,,,,
오전 5:15:21,724.00,,,,,,,,
오전 5:15:22,724.00,,,,,,,,
오전 5:15:23,724.00,,,,,,,,
